2011-02-01 16:48:10.982387	M027	OFF
2011-02-01 16:48:11.579231	M026	OFF
2011-02-01 16:48:13.070288	M026	ON
2011-02-01 16:48:13.210032	M027	ON
2011-02-01 16:48:14.871786	M027	OFF
2011-02-01 16:48:15.265155	M026	OFF
2011-02-01 16:48:17.907002	M026	ON
2011-02-01 16:48:19.519676	M026	OFF
2011-02-01 16:48:44.391476	M026	ON
2011-02-01 16:48:50.767125	M027	ON
2011-02-01 16:48:52.98231	M027	OFF
2011-02-01 16:48:54.749693	M027	ON
2011-02-01 16:48:56.390059	M024	ON
2011-02-01 16:48:58.079132	M024	OFF
2011-02-01 16:48:58.183342	M027	OFF
2011-02-01 16:49:02.615098	M028	ON
2011-02-01 16:49:04.56086	M022	ON
2011-02-01 16:49:04.701048	M026	OFF
2011-02-01 16:49:05.471611	M028	OFF
2011-02-01 16:49:07.90815	M022	OFF
2011-02-01 16:49:08.289568	M021	ON
2011-02-01 16:49:11.429137	M022	ON
2011-02-01 16:49:15.19128	M022	OFF
2011-02-01 16:49:15.266867	M018	ON
2011-02-01 16:49:16.266612	M019	ON
2011-02-01 16:49:17.386258	M021	OFF
2011-02-01 16:49:17.765902	M015	ON
2011-02-01 16:49:18.852004	M018	OFF
2011-02-01 16:49:22.812301	M019	OFF
2011-02-01 16:49:29.437495	M019	ON
2011-02-01 16:49:34.204739	M019	OFF
2011-02-01 16:49:41.721227	M019	ON
2011-02-01 16:49:46.45295	M018	ON
2011-02-01 16:49:46.593376	M019	OFF
2011-02-01 16:49:47.549578	M017	ON
2011-02-01 16:49:47.929994	M019	ON
2011-02-01 16:49:48.543814	M015	OFF
2011-02-01 16:49:48.939842	M019	OFF
2011-02-01 16:49:50.083442	M017	OFF
2011-02-01 16:49:50.728578	M024	ON
2011-02-01 16:49:51.114981	M018	OFF
2011-02-01 16:49:52.218141	M018	ON
2011-02-01 16:49:53.967049	M018	OFF
2011-02-01 16:49:55.262168	M018	ON
2011-02-01 16:49:58.633894	M014	ON
2011-02-01 16:49:59.844403	M014	OFF
2011-02-01 16:49:59.92056	M024	OFF
2011-02-01 16:50:00.416819	M018	OFF
2011-02-01 16:50:00.597553	M024	ON
2011-02-01 16:50:02.060171	M024	OFF
2011-02-01 16:50:07.63077	M014	ON
2011-02-01 16:50:07.706072	M024	ON
2011-02-01 16:50:08.158474	M018	ON
2011-02-01 16:50:09.320565	M014	OFF
2011-02-01 16:50:10.615513	M024	OFF
2011-02-01 16:50:11.697768	M024	ON
2011-02-01 16:50:12.978754	M024	OFF
2011-02-01 16:50:13.61132	M021	ON
2011-02-01 16:50:14.41003	M024	ON
2011-02-01 16:50:15.241529	M022	ON
2011-02-01 16:50:15.614536	M024	OFF
2011-02-01 16:50:16.371501	M023	ON
2011-02-01 16:50:16.526642	M024	ON
2011-02-01 16:50:17.589035	M018	OFF
2011-02-01 16:50:17.655819	M024	OFF
2011-02-01 16:50:17.733767	M021	OFF
2011-02-01 16:50:19.866535	M023	OFF
2011-02-01 16:50:21.13562	M020	ON
2011-02-01 16:50:21.533732	M021	ON
2011-02-01 16:50:22.840742	M022	OFF
2011-02-01 16:50:23.654195	M008	ON
2011-02-01 16:50:24.734509	M024	ON
2011-02-01 16:50:25.112246	M021	OFF
2011-02-01 16:50:27.099396	M024	OFF
2011-02-01 16:50:27.470801	M021	ON
2011-02-01 16:50:29.459635	M020	OFF
2011-02-01 16:50:33.265755	T001	23
2011-02-01 16:50:33.348102	T005	27.5
2011-02-01 16:50:33.437044	T003	25
2011-02-01 16:50:33.516241	T002	25
2011-02-01 16:50:33.607228	T004	24
2011-02-01 16:50:34.722927	M008	OFF
2011-02-01 16:50:34.895759	M031	ON
2011-02-01 16:50:35.051825	M024	ON
2011-02-01 16:50:35.203575	M021	OFF
2011-02-01 16:50:36.342765	M024	OFF
2011-02-01 16:50:37.770133	M024	ON
2011-02-01 16:50:39.221974	M031	OFF
2011-02-01 16:50:39.342847	M024	OFF
2011-02-01 16:50:40.155699	M031	ON
2011-02-01 16:50:52.362424	M031	OFF
2011-02-01 16:50:54.7764	M031	ON
2011-02-01 16:50:55.939302	M024	ON
2011-02-01 16:50:56.774536	M031	OFF
2011-02-01 16:50:57.176722	M024	OFF
2011-02-01 16:51:02.774365	M031	ON
2011-02-01 16:51:07.512262	M024	ON
2011-02-01 16:51:09.948607	M024	OFF
2011-02-01 16:51:11.472728	M024	ON
2011-02-01 16:51:15.839074	M031	OFF
2011-02-01 16:51:20.378498	M031	ON
2011-02-01 16:51:22.678313	M021	ON
2011-02-01 16:51:23.07884	M031	OFF
2011-02-01 16:51:24.579213	M020	ON
2011-02-01 16:51:26.791842	M021	OFF
2011-02-01 16:51:27.328863	M008	ON
2011-02-01 16:51:27.396139	M024	OFF
2011-02-01 16:51:28.906977	M024	ON
2011-02-01 16:51:29.28263	M008	OFF
2011-02-01 16:51:29.906283	M020	OFF
2011-02-01 16:51:31.369118	M024	OFF
2011-02-01 16:51:31.436012	M020	ON
2011-02-01 16:51:31.893416	M024	ON
2011-02-01 16:51:35.233081	M020	OFF
2011-02-01 16:51:38.389961	M024	OFF
2011-02-01 16:52:24.105509	M024	ON
2011-02-01 16:52:29.560757	M024	OFF
2011-02-01 16:52:36.866062	M020	ON
2011-02-01 16:52:39.072098	M020	OFF
2011-02-01 16:52:54.385011	M020	ON
2011-02-01 16:52:55.460844	M020	OFF
2011-02-01 16:53:12.919344	M024	ON
2011-02-01 16:53:16.529256	M020	ON
2011-02-01 16:53:17.592258	M024	OFF
2011-02-01 16:53:22.359756	M020	OFF
2011-02-01 16:53:35.709506	M008	ON
2011-02-01 16:53:35.784975	M020	ON
2011-02-01 16:53:36.397546	M006	ON
2011-02-01 16:53:40.615989	M008	OFF
2011-02-01 16:53:40.693124	M024	ON
2011-02-01 16:53:41.200061	M006	OFF
2011-02-01 16:53:41.364377	M007	ON
2011-02-01 16:53:41.846003	M020	OFF
2011-02-01 16:53:45.792433	M024	OFF
2011-02-01 16:53:50.11949	M007	OFF
2011-02-01 16:53:51.875896	M006	ON
2011-02-01 16:53:53.661137	M008	ON
2011-02-01 16:53:53.736416	M020	ON
2011-02-01 16:53:56.122177	M006	OFF
2011-02-01 16:53:56.725344	M021	ON
2011-02-01 16:53:57.101468	M008	OFF
2011-02-01 16:53:57.490668	M020	OFF
2011-02-01 16:53:58.081673	M022	ON
2011-02-01 16:53:58.229808	M021	OFF
2011-02-01 16:54:02.657699	M021	ON
2011-02-01 16:54:03.951298	M020	ON
2011-02-01 16:54:04.339364	M022	OFF
2011-02-01 16:54:06.073454	M008	ON
2011-02-01 16:54:06.605841	M006	ON
2011-02-01 16:54:06.673178	M021	OFF
2011-02-01 16:54:07.927515	M007	ON
2011-02-01 16:54:09.025422	M006	OFF
2011-02-01 16:54:09.092449	M008	OFF
2011-02-01 16:54:09.179934	M020	OFF
2011-02-01 16:54:09.752787	M005	ON
2011-02-01 16:54:11.171736	M024	ON
2011-02-01 16:54:11.560027	M004	ON
2011-02-01 16:54:11.940616	M005	OFF
2011-02-01 16:54:12.335542	M007	OFF
2011-02-01 16:54:12.854642	M007	ON
2011-02-01 16:54:12.969215	M024	OFF
2011-02-01 16:54:14.761563	M007	OFF
2011-02-01 16:54:15.135057	M024	ON
2011-02-01 16:54:15.531354	M004	OFF
2011-02-01 16:54:21.059393	M024	OFF
2011-02-01 16:54:26.982723	M024	ON
2011-02-01 16:54:30.81193	M024	OFF
2011-02-01 16:55:00.804867	M024	ON
2011-02-01 16:55:04.882962	M024	OFF
2011-02-01 16:55:14.681461	M024	ON
2011-02-01 16:55:16.191454	M024	OFF
2011-02-01 16:55:16.570119	M024	ON
2011-02-01 16:55:21.356351	M024	OFF
2011-02-01 16:55:36.810236	T005	27
2011-02-01 16:55:36.892245	T003	24.5
2011-02-01 16:55:37.033107	T002	24
2011-02-01 16:55:37.168593	T004	23.5
2011-02-01 16:55:43.20041	M024	ON
2011-02-01 16:55:47.838744	M024	OFF
2011-02-01 16:55:53.80923	M024	ON
2011-02-01 16:55:59.536604	M024	OFF
2011-02-01 16:56:04.42272	M024	ON
2011-02-01 16:56:05.820159	M024	OFF
2011-02-01 16:56:08.035011	M024	ON
2011-02-01 16:56:15.929625	M024	OFF
2011-02-01 16:56:36.079854	M024	ON
2011-02-01 16:56:41.620228	M024	OFF
2011-02-01 16:56:46.619796	M024	ON
2011-02-01 16:56:50.510045	M024	OFF
2011-02-01 16:56:50.887417	M024	ON
2011-02-01 16:56:57.726267	M024	OFF
2011-02-01 16:57:00.69406	M024	ON
2011-02-01 16:57:02.691698	M024	OFF
2011-02-01 16:57:29.391652	M024	ON
2011-02-01 16:57:32.278511	M024	OFF
2011-02-01 16:57:43.372843	M024	ON
2011-02-01 16:57:44.446908	M024	OFF
2011-02-01 16:57:48.305201	M024	ON
2011-02-01 16:57:51.662472	M024	OFF
2011-02-01 16:58:27.045538	M024	ON
2011-02-01 16:58:29.022724	M024	OFF
2011-02-01 16:58:30.528338	M024	ON
2011-02-01 16:58:34.731563	M024	OFF
2011-02-01 16:58:37.16875	M024	ON
2011-02-01 16:58:42.442019	M024	OFF
2011-02-01 16:58:43.39947	M024	ON
2011-02-01 16:58:46.569752	M024	OFF
2011-02-01 16:58:58.198158	M024	ON
2011-02-01 16:59:05.578332	M024	OFF
2011-02-01 16:59:05.966282	M024	ON
2011-02-01 16:59:07.981647	M024	OFF
2011-02-01 16:59:08.347584	M024	ON
2011-02-01 16:59:10.344067	M024	OFF
2011-02-01 16:59:12.143017	M024	ON
2011-02-01 16:59:14.089119	M024	OFF
2011-02-01 16:59:16.98257	M024	ON
2011-02-01 16:59:18.373842	M024	OFF
2011-02-01 16:59:20.372482	M024	ON
2011-02-01 16:59:22.799502	M024	OFF
2011-02-01 16:59:28.258678	M024	ON
2011-02-01 16:59:31.605785	M024	OFF
2011-02-01 16:59:32.552969	M024	ON
2011-02-01 16:59:37.996148	M024	OFF
2011-02-01 16:59:42.589675	M024	ON
2011-02-01 16:59:44.575621	M024	OFF
2011-02-01 17:00:21.65701	M024	ON
2011-02-01 17:00:25.766785	M024	OFF
2011-02-01 17:00:33.802815	M024	ON
2011-02-01 17:00:36.250582	M024	OFF
2011-02-01 17:00:40.359657	T001	23.5
2011-02-01 17:00:40.441582	T005	30.5
2011-02-01 17:00:40.520728	T003	26
2011-02-01 17:00:40.624821	T002	26.5
2011-02-01 17:00:40.759823	T004	24
2011-02-01 17:00:41.535614	M024	ON
2011-02-01 17:00:43.925369	M024	OFF
2011-02-01 17:00:46.923895	M024	ON
2011-02-01 17:00:51.24365	M024	OFF
2011-02-01 17:00:59.062807	M024	ON
2011-02-01 17:01:02.982887	M024	OFF
2011-02-01 17:01:08.750423	M024	ON
2011-02-01 17:01:13.753573	M024	OFF
2011-02-01 17:01:43.960562	M007	ON
2011-02-01 17:01:44.797966	M004	ON
2011-02-01 17:01:45.383028	M007	OFF
2011-02-01 17:01:48.194788	M004	OFF
2011-02-01 17:01:54.559507	M024	ON
2011-02-01 17:01:56.919228	M024	OFF
2011-02-01 17:01:59.205964	M004	ON
2011-02-01 17:02:00.050394	M007	ON
2011-02-01 17:02:00.437428	M024	ON
2011-02-01 17:02:02.839385	M005	ON
2011-02-01 17:02:04.601756	M004	OFF
2011-02-01 17:02:04.676329	M024	OFF
2011-02-01 17:02:06.382308	M007	OFF
2011-02-01 17:02:07.212252	M005	OFF
2011-02-01 17:02:07.610588	M007	ON
2011-02-01 17:02:08.024909	M005	ON
2011-02-01 17:02:12.190108	M024	ON
2011-02-01 17:02:13.952692	M005	OFF
2011-02-01 17:02:14.939665	M005	ON
2011-02-01 17:02:15.009275	M024	OFF
2011-02-01 17:02:17.140906	M004	ON
2011-02-01 17:02:18.911032	M005	OFF
2011-02-01 17:02:22.30059	M004	OFF
2011-02-01 17:02:22.908129	M007	OFF
2011-02-01 17:02:25.335806	M007	ON
2011-02-01 17:02:26.870757	M004	ON
2011-02-01 17:02:27.254779	M007	OFF
2011-02-01 17:02:27.850864	M007	ON
2011-02-01 17:02:29.878893	M005	ON
2011-02-01 17:02:31.638491	M004	OFF
2011-02-01 17:02:33.37677	M005	OFF
2011-02-01 17:02:34.216254	M007	OFF
2011-02-01 17:02:35.506444	M007	ON
2011-02-01 17:02:40.052177	M005	ON
2011-02-01 17:02:42.702452	M007	OFF
2011-02-01 17:02:43.104431	M007	ON
2011-02-01 17:02:49.755436	M005	OFF
2011-02-01 17:02:51.04274	M024	ON
2011-02-01 17:02:54.755726	M007	OFF
2011-02-01 17:02:56.745906	M024	OFF
2011-02-01 17:02:58.577918	M006	ON
2011-02-01 17:02:59.795712	M008	ON
2011-02-01 17:02:59.893962	M020	ON
2011-02-01 17:03:03.461185	M006	OFF
2011-02-01 17:03:03.829873	M008	OFF
2011-02-01 17:03:04.202598	M013	ON
2011-02-01 17:03:04.811465	M009	ON
2011-02-01 17:03:08.361991	M013	OFF
2011-02-01 17:03:08.439811	M020	OFF
2011-02-01 17:03:09.009946	M009	OFF
2011-02-01 17:03:09.505205	M009	ON
2011-02-01 17:03:09.572278	M013	ON
2011-02-01 17:03:10.020768	M020	ON
2011-02-01 17:03:11.372287	M013	OFF
2011-02-01 17:03:12.446997	M009	OFF
2011-02-01 17:03:14.472339	M009	ON
2011-02-01 17:03:14.550545	M020	OFF
2011-02-01 17:03:15.319399	M020	ON
2011-02-01 17:03:16.652554	M013	ON
2011-02-01 17:03:18.659952	M009	OFF
2011-02-01 17:03:19.452395	M013	OFF
2011-02-01 17:03:21.904803	M014	ON
2011-02-01 17:03:23.199238	M020	OFF
2011-02-01 17:03:24.950314	M024	ON
2011-02-01 17:03:27.40127	M024	OFF
2011-02-01 17:03:34.041008	M020	ON
2011-02-01 17:03:37.369302	M020	OFF
2011-02-01 17:03:38.2245	M014	OFF
2011-02-01 17:03:39.751031	M020	ON
2011-02-01 17:03:44.262665	M014	ON
2011-02-01 17:03:45.808778	M020	OFF
2011-02-01 17:03:47.450564	M014	OFF
2011-02-01 17:03:47.527885	M018	ON
2011-02-01 17:03:50.57011	M018	OFF
2011-02-01 17:03:51.752988	M018	ON
2011-02-01 17:03:55.569978	M018	OFF
2011-02-01 17:03:58.399586	M014	ON
2011-02-01 17:04:01.753408	M014	OFF
2011-02-01 17:04:07.86876	M021	ON
2011-02-01 17:04:08.817509	M020	ON
2011-02-01 17:04:10.812661	M021	OFF
2011-02-01 17:04:11.612196	M020	OFF
2011-02-01 17:04:12.471977	M020	ON
2011-02-01 17:04:13.29193	M013	ON
2011-02-01 17:04:14.142023	M009	ON	Relax begin
2011-02-01 17:04:14.525556	M010	ON
2011-02-01 17:04:15.58247	M010	OFF
2011-02-01 17:04:15.985706	M013	OFF
2011-02-01 17:04:17.616845	M009	OFF
2011-02-01 17:04:19.051691	M009	ON
2011-02-01 17:04:19.118754	M020	OFF
2011-02-01 17:04:22.782576	M013	ON
2011-02-01 17:04:23.611023	M020	ON
2011-02-01 17:04:25.972387	M009	OFF
2011-02-01 17:04:26.048579	M013	OFF
2011-02-01 17:04:26.624806	M009	ON
2011-02-01 17:04:27.502801	M020	OFF
2011-02-01 17:04:29.273376	M009	OFF
2011-02-01 17:04:38.446392	M009	ON
2011-02-01 17:04:39.889034	M009	OFF
2011-02-01 17:04:39.964407	M013	ON
2011-02-01 17:04:40.969283	M013	OFF
2011-02-01 17:04:43.296659	M009	ON
2011-02-01 17:04:45.382281	M009	OFF
2011-02-01 17:04:47.451729	M020	ON
2011-02-01 17:04:47.827787	M009	ON
2011-02-01 17:04:49.339566	M020	OFF
2011-02-01 17:04:49.720221	M009	OFF
2011-02-01 17:04:50.108321	M009	ON
2011-02-01 17:04:50.879758	M013	ON
2011-02-01 17:04:51.022474	M020	ON
2011-02-01 17:04:51.814983	M009	OFF
2011-02-01 17:04:53.050568	M013	OFF
2011-02-01 17:04:53.118121	M020	OFF
2011-02-01 17:04:53.57168	M013	ON
2011-02-01 17:04:54.621548	M013	OFF
2011-02-01 17:05:13.36229	M013	ON
2011-02-01 17:05:13.894304	M009	ON
2011-02-01 17:05:13.961545	M020	ON
2011-02-01 17:05:14.545612	M013	OFF
2011-02-01 17:05:16.129486	M013	ON
2011-02-01 17:05:16.19672	M024	ON
2011-02-01 17:05:16.273726	M020	OFF
2011-02-01 17:05:17.676904	M013	OFF
2011-02-01 17:05:19.476445	M024	OFF
2011-02-01 17:05:19.55269	M020	ON
2011-02-01 17:05:21.033872	M024	ON
2011-02-01 17:05:21.868854	M009	OFF
2011-02-01 17:05:22.704343	M009	ON
2011-02-01 17:05:23.0925	M020	OFF
2011-02-01 17:05:27.022724	M009	OFF
2011-02-01 17:05:29.453273	M009	ON
2011-02-01 17:05:29.837769	M024	OFF
2011-02-01 17:05:31.35846	M009	OFF
2011-02-01 17:05:44.196442	T005	28
2011-02-01 17:05:44.279064	T002	25.5
2011-02-01 17:05:44.358321	T004	24.5
2011-02-01 17:05:45.209034	M009	ON
2011-02-01 17:05:47.24966	M020	ON
2011-02-01 17:05:49.679029	M020	OFF
2011-02-01 17:05:50.08339	M009	OFF
2011-02-01 17:06:08.579243	M020	ON
2011-02-01 17:06:12.921305	M020	OFF
2011-02-01 17:06:16.986022	M009	ON
2011-02-01 17:06:24.418623	M013	ON
2011-02-01 17:06:25.240106	M020	ON
2011-02-01 17:06:26.286984	M009	OFF
2011-02-01 17:06:26.819823	M013	OFF
2011-02-01 17:06:26.887141	M020	OFF
2011-02-01 17:06:30.339892	M009	ON
2011-02-01 17:06:33.442513	M009	OFF
2011-02-01 17:06:37.528153	M020	ON
2011-02-01 17:06:37.911385	M013	ON
2011-02-01 17:06:40.065534	M013	OFF
2011-02-01 17:06:40.133183	M020	OFF
2011-02-01 17:06:45.751533	M013	ON
2011-02-01 17:06:47.938122	M013	OFF
2011-02-01 17:06:57.357338	M013	ON
2011-02-01 17:06:59.336911	M009	ON
2011-02-01 17:06:59.957292	M020	ON
2011-02-01 17:07:01.23967	M013	OFF
2011-02-01 17:07:03.247672	M009	OFF
2011-02-01 17:07:04.05617	M020	OFF
2011-02-01 17:07:48.420931	M009	ON
2011-02-01 17:07:51.825629	M020	ON
2011-02-01 17:07:53.369296	M009	OFF
2011-02-01 17:07:54.775882	M020	OFF
2011-02-01 17:08:58.331553	M009	ON
2011-02-01 17:08:58.716696	M010	ON
2011-02-01 17:09:02.523062	M010	OFF
2011-02-01 17:09:03.558861	M009	OFF
2011-02-01 17:09:41.589853	M009	ON
2011-02-01 17:09:43.38552	M009	OFF
2011-02-01 17:09:45.161298	M009	ON
2011-02-01 17:09:48.500317	M009	OFF
2011-02-01 17:10:47.738237	T001	23
2011-02-01 17:10:47.820552	T005	27
2011-02-01 17:10:47.965529	T003	24.5
2011-02-01 17:10:48.10146	T002	24
2011-02-01 17:10:48.234423	T004	24
2011-02-01 17:10:51.142688	M024	ON
2011-02-01 17:10:54.727314	M024	OFF
2011-02-01 17:11:00.210526	M024	ON
2011-02-01 17:11:04.279341	M024	OFF
2011-02-01 17:11:11.170506	M009	ON
2011-02-01 17:11:11.537779	M020	ON
2011-02-01 17:11:11.921297	M013	ON
2011-02-01 17:11:13.991599	M009	OFF
2011-02-01 17:11:14.067762	M013	OFF
2011-02-01 17:11:14.597264	M009	ON
2011-02-01 17:11:14.709976	M013	ON
2011-02-01 17:11:18.089138	M009	OFF	Relax end
2011-02-01 17:11:20.494517	M008	ON
2011-02-01 17:11:20.566852	M013	OFF
2011-02-01 17:11:21.020168	M006	ON
2011-02-01 17:11:23.118973	M008	OFF
2011-02-01 17:11:25.38876	M007	ON
2011-02-01 17:11:25.466651	M024	ON
2011-02-01 17:11:25.547222	M020	OFF
2011-02-01 17:11:26.117534	M005	ON
2011-02-01 17:11:26.895983	M006	OFF
2011-02-01 17:11:30.510582	M005	OFF
2011-02-01 17:11:33.645403	M007	OFF
2011-02-01 17:11:33.712745	M024	OFF
2011-02-01 17:11:34.710461	M005	ON
2011-02-01 17:11:36.765809	M005	OFF
2011-02-01 17:11:39.683279	M005	ON
2011-02-01 17:11:42.33654	M007	ON
2011-02-01 17:11:45.130552	M024	ON
2011-02-01 17:11:47.005628	M005	OFF
2011-02-01 17:11:47.073341	M007	OFF
2011-02-01 17:11:48.72369	M006	ON
2011-02-01 17:11:48.791106	M020	ON
2011-02-01 17:11:49.614294	M008	ON
2011-02-01 17:11:50.685572	M024	OFF
2011-02-01 17:11:51.293568	M021	ON
2011-02-01 17:11:51.893621	M006	OFF
2011-02-01 17:11:52.270952	M020	OFF
2011-02-01 17:11:53.3802	M022	ON
2011-02-01 17:11:53.45553	M008	OFF
2011-02-01 17:11:54.478765	M021	OFF
2011-02-01 17:11:55.577224	M023	ON
2011-02-01 17:11:58.029582	M022	OFF
2011-02-01 17:12:00.468744	M023	OFF
2011-02-01 17:12:02.899823	M024	ON
2011-02-01 17:12:04.1846	M024	OFF
2011-02-01 17:12:06.417941	M024	ON
2011-02-01 17:12:08.637463	M024	OFF
2011-02-01 17:12:11.530905	M024	ON
2011-02-01 17:12:14.910586	M024	OFF
2011-02-01 17:12:19.162148	M024	ON
2011-02-01 17:12:24.658394	M024	OFF
2011-02-01 17:12:56.03181	M023	ON
2011-02-01 17:12:58.941691	M023	OFF
2011-02-01 17:13:00.021374	M023	ON
2011-02-01 17:13:04.649653	M022	ON
2011-02-01 17:13:06.859488	M023	OFF
2011-02-01 17:13:08.18626	M022	OFF
2011-02-01 17:13:11.064361	M022	ON
2011-02-01 17:13:15.730572	M020	ON
2011-02-01 17:13:18.410127	M020	OFF
2011-02-01 17:13:20.746155	M022	OFF
2011-02-01 17:13:22.735589	M022	ON
2011-02-01 17:13:26.656131	M022	OFF
2011-02-01 17:13:28.058948	M024	ON
2011-02-01 17:13:28.685645	M022	ON
2011-02-01 17:13:29.971757	M024	OFF
2011-02-01 17:13:30.803572	M022	OFF
2011-02-01 17:13:31.897954	M020	ON
2011-02-01 17:13:34.061648	M020	OFF
2011-02-01 17:13:35.131811	M020	ON
2011-02-01 17:13:37.261942	M021	ON
2011-02-01 17:13:37.353303	M020	OFF
2011-02-01 17:13:38.899363	M020	ON
2011-02-01 17:13:40.881042	M013	ON
2011-02-01 17:13:41.852212	M009	ON
2011-02-01 17:13:41.919414	M021	OFF
2011-02-01 17:13:42.367554	M012	ON
2011-02-01 17:13:42.705103	M010	ON
2011-02-01 17:13:43.099408	M013	OFF
2011-02-01 17:13:44.317011	M009	OFF
2011-02-01 17:13:44.701014	M012	OFF
2011-02-01 17:13:45.081105	M010	OFF
2011-02-01 17:13:50.268129	M024	ON
2011-02-01 17:13:50.335291	M020	OFF
2011-02-01 17:13:52.483363	M020	ON
2011-02-01 17:13:53.501952	M010	ON
2011-02-01 17:13:53.642336	M012	ON
2011-02-01 17:13:54.86545	M024	OFF
2011-02-01 17:13:55.463293	M009	ON
2011-02-01 17:13:56.341836	M013	ON
2011-02-01 17:13:57.291321	M010	OFF
2011-02-01 17:13:57.366801	M012	OFF
2011-02-01 17:13:58.830058	M013	OFF
2011-02-01 17:13:59.643453	M009	OFF
2011-02-01 17:14:00.713089	M020	OFF
2011-02-01 17:14:18.335267	M009	ON
2011-02-01 17:14:18.71342	M013	ON
2011-02-01 17:14:20.8511	M013	OFF
2011-02-01 17:14:21.672557	M009	OFF
2011-02-01 17:14:24.119396	M013	ON
2011-02-01 17:14:24.993353	M020	ON
2011-02-01 17:14:29.88469	M009	ON
2011-02-01 17:14:31.099053	M010	ON
2011-02-01 17:14:31.166053	M012	ON
2011-02-01 17:14:31.629336	M013	OFF
2011-02-01 17:14:31.974251	M009	OFF
2011-02-01 17:14:32.314469	M009	ON
2011-02-01 17:14:33.428689	M012	OFF
2011-02-01 17:14:34.263547	M020	OFF
2011-02-01 17:14:34.648862	M009	OFF
2011-02-01 17:14:35.033908	M010	OFF
2011-02-01 17:14:35.986719	M010	ON
2011-02-01 17:14:41.774268	M020	ON
2011-02-01 17:14:44.677282	M020	OFF
2011-02-01 17:14:48.032122	M010	OFF
2011-02-01 17:14:50.448631	M020	ON
2011-02-01 17:14:50.843941	M010	ON
2011-02-01 17:14:51.647428	M012	ON
2011-02-01 17:14:54.079369	M012	OFF
2011-02-01 17:14:54.693062	M020	OFF
2011-02-01 17:14:55.080658	M020	ON
2011-02-01 17:14:57.102719	M020	OFF
2011-02-01 17:14:57.947854	M024	ON
2011-02-01 17:14:58.387516	M010	OFF
2011-02-01 17:14:59.171367	M024	OFF
2011-02-01 17:15:01.785918	M010	ON
2011-02-01 17:15:01.86951	M020	ON
2011-02-01 17:15:02.616143	M012	ON
2011-02-01 17:15:04.189494	M013	ON
2011-02-01 17:15:04.791479	M009	ON
2011-02-01 17:15:05.849048	M012	OFF
2011-02-01 17:15:06.730129	M009	OFF
2011-02-01 17:15:07.328515	M010	OFF
2011-02-01 17:15:07.752055	M013	OFF
2011-02-01 17:15:09.841388	M018	ON
2011-02-01 17:15:09.917	M020	OFF
2011-02-01 17:15:11.094172	M017	ON
2011-02-01 17:15:11.235038	M019	ON
2011-02-01 17:15:13.594346	M016	ON
2011-02-01 17:15:14.434369	M018	OFF
2011-02-01 17:15:14.969756	M016	OFF
2011-02-01 17:15:15.04633	M017	OFF
2011-02-01 17:15:15.620709	M019	OFF
2011-02-01 17:15:26.228539	M019	ON
2011-02-01 17:15:27.270319	M017	ON
2011-02-01 17:15:29.723917	M018	ON
2011-02-01 17:15:30.574009	M017	OFF
2011-02-01 17:15:31.853279	M019	OFF
2011-02-01 17:15:33.148129	M014	ON
2011-02-01 17:15:35.038577	M014	OFF
2011-02-01 17:15:35.105695	M018	OFF
2011-02-01 17:15:37.496411	M014	ON
2011-02-01 17:15:38.788432	M020	ON
2011-02-01 17:15:40.572007	M014	OFF
2011-02-01 17:15:45.202007	M013	ON
2011-02-01 17:15:51.291996	T001	22.5
2011-02-01 17:15:51.373942	T005	26.5
2011-02-01 17:15:51.451835	T003	24
2011-02-01 17:15:51.541939	T002	23.5
2011-02-01 17:15:51.624942	T004	23.5
2011-02-01 17:15:52.582962	M009	ON
2011-02-01 17:15:52.755454	M013	OFF
2011-02-01 17:15:52.927773	M020	OFF
2011-02-01 17:15:53.073041	M009	OFF
2011-02-01 17:16:13.826173	M009	ON
2011-02-01 17:16:14.882297	M013	ON
2011-02-01 17:16:16.88194	M013	OFF
2011-02-01 17:16:18.647134	M009	OFF
2011-02-01 17:16:39.736146	M013	ON
2011-02-01 17:16:40.35583	M020	ON
2011-02-01 17:16:45.041902	M013	OFF
2011-02-01 17:16:45.119741	M020	OFF
2011-02-01 17:16:47.828671	M024	ON
2011-02-01 17:16:49.814038	M020	ON
2011-02-01 17:16:51.789127	M020	OFF
2011-02-01 17:16:52.170181	M020	ON
2011-02-01 17:16:54.509457	M024	OFF
2011-02-01 17:16:56.722933	M020	OFF
2011-02-01 17:16:57.32385	M020	ON
2011-02-01 17:16:58.222317	M024	ON
2011-02-01 17:16:59.040022	M021	ON
2011-02-01 17:17:00.572751	M024	OFF
2011-02-01 17:17:01.180636	M020	OFF
2011-02-01 17:17:02.022529	M031	ON
2011-02-01 17:17:04.110277	M021	OFF
2011-02-01 17:17:04.640704	M031	OFF
2011-02-01 17:17:04.746724	M024	ON
2011-02-01 17:17:07.952883	M024	OFF
2011-02-01 17:17:09.010855	M031	ON
2011-02-01 17:17:09.618052	M024	ON
2011-02-01 17:17:10.695368	M031	OFF
2011-02-01 17:17:14.065975	M031	ON
2011-02-01 17:17:15.471625	M024	OFF
2011-02-01 17:17:21.129297	M031	OFF
2011-02-01 17:17:22.579675	M031	ON
2011-02-01 17:17:22.646995	M024	ON
2011-02-01 17:17:23.630031	M031	OFF
2011-02-01 17:17:24.28115	M031	ON
2011-02-01 17:17:26.25926	M031	OFF
